arr_code,srch_code,type,semi_field,arr_1,arr_2,cat,target,target_2,s1,s2,s3,s4,x1,x2,x3,x4,y1,y2,y3,y4,postr,postr_2,ss1,ss2,ss3,ss4,set_size,s5,s6,s7,s8,s9,s10,s11,s12,x5,x6,x7,x8,x9,x10,x11,x12,y5,y6,y7,y8,y9,y10,y11,y12,ss5,ss6,ss7,ss8,ss9,ss10,ss11,ss12,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,block_bas.thisRepN,block_bas.thisTrialN,block_bas.thisN,block_bas.thisIndex,block_sup.thisRepN,block_sup.thisTrialN,block_sup.thisN,block_sup.thisIndex,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,polygon.started,polygon.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,polygon_2.started,polygon_2.stopped,arr1.started,arr1.stopped,arr2.started,arr2.stopped,polygon_3.started,polygon_3.stopped,polygon_4.started,polygon_4.stopped,word1.started,word1.stopped,word2.started,word2.stopped,polygon_5.started,polygon_5.stopped,polygon_6.started,polygon_6.stopped,key_resp_4.keys,key_resp_4.started,key_resp_4.stopped,s_1.started,s_1.stopped,s_2.started,s_2.stopped,s_3.started,s_3.stopped,s_4.started,s_4.stopped,key_resp_4.rt,text_3.started,text_3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,polygon_8.started,polygon_8.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,sti1.started,sti1.stopped,sti2.started,sti2.stopped,sti3.started,sti3.stopped,sti4.started,sti4.stopped,sti5.started,sti5.stopped,sti6.started,sti6.stopped,sti7.started,sti7.stopped,sti8.started,sti8.stopped,sti9.started,sti9.stopped,sti10.started,sti10.stopped,sti11.started,sti11.stopped,sti12.started,sti12.stopped,text_2.started,text_2.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.413550800003577,None,space,133.24729229998775,13.413550800003577,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_pilot,001,2021_Sep_22_1803,shapka,2021.1.4,59.996928161825835,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.68270430003759,None,right,5.060331699962262,146.68270430003759,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_pilot,001,2021_Sep_22_1803,shapka,2021.1.4,59.996928161825835,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.7660796000273,None,space,5.894638900004793,151.7660796000273,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_pilot,001,2021_Sep_22_1803,shapka,2021.1.4,59.996928161825835,
2,5,pre,right,right.png,right.png,bas,Чашки,Шашки,tableware1.png,tool1.png,music5.png,music1.png,298,298,-298,-298,-316,316,-316,316,"[200, 0]","[-200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,157.8071053000167,None,157.8071053000167,None,157.8071053000167,None,157.89958490000572,None,158.3114871000289,None,158.3114871000289,None,158.3114871000289,None,158.6996811000281,None,159.71528270002455,None,None,159.71528270002455,None,159.71528270002455,None,159.71528270002455,None,159.71528270002455,None,159.71528270002455,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_pilot,001,2021_Sep_22_1803,shapka,2021.1.4,59.996928161825835,
2,5,pre,right,right.png,right.png,sup,Одежда,Невежда,clothes3.png,car1.png,tool1.png,car4.png,298,298,-298,-298,-316,316,-316,316,"[200, 0]","[-200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,163.73341760004405,None,163.73341760004405,None,163.73341760004405,None,163.90003420005087,None,164.30928060004953,None,164.30928060004953,None,164.30928060004953,None,164.6999072000035,None,165.718564800045,None,p,165.718564800045,None,165.718564800045,None,165.718564800045,None,165.718564800045,None,165.718564800045,None,2.8141534999595024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_pilot,001,2021_Sep_22_1803,shapka,2021.1.4,59.996928161825835,
2,6,abs,right,right.png,right.png,bas,Яблоки,Пряники,animal4.png,music3.png,tool4.png,tool6.png,298,298,-298,-298,316,-316,316,-316,"[200, 0]","[-200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,168.59122420003405,None,168.59122420003405,None,168.59122420003405,None,168.8000687000458,None,169.21123670000816,None,169.21123670000816,None,169.21123670000816,None,169.61677190003684,None,170.62833480001427,None,a,170.62833480001427,None,170.62833480001427,None,170.62833480001427,None,170.62833480001427,None,170.62833480001427,None,1.528417800029274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_pilot,001,2021_Sep_22_1803,shapka,2021.1.4,59.996928161825835,
1,5,pre,left,left.png,left.png,bas,Чашки,Шашки,tableware3.png,car2.png,animal2.png,music3.png,-298,-298,298,298,-316,316,-316,316,"[-200, 0]","[200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,172.22060400003102,None,172.22060400003102,None,172.22060400003102,None,172.43365880002966,None,172.8382852000068,None,172.8382852000068,None,172.8382852000068,None,173.2503886000486,None,174.262488700042,None,p,174.262488700042,None,174.262488700042,None,174.262488700042,None,174.262488700042,None,174.262488700042,None,2.326407000015024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_pilot,001,2021_Sep_22_1803,shapka,2021.1.4,59.996928161825835,
1,5,pre,left,left.png,left.png,sup,Посуда,Валюта,tableware4.png,animal1.png,tool2.png,animal2.png,-298,-298,298,298,-316,316,-316,316,"[-200, 0]","[200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,176.65678320004372,None,176.65678320004372,None,176.65678320004372,None,176.86723270005314,None,177.27861209999537,None,177.27861209999537,None,177.27861209999537,None,177.683742800029,None,178.69537710002623,None,None,178.69537710002623,None,178.69537710002623,None,178.69537710002623,None,178.69537710002623,None,178.69537710002623,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_pilot,001,2021_Sep_22_1803,shapka,2021.1.4,59.996928161825835,
2,5,pre,right,right.png,right.png,sup,Мебель,Стебель,furniture5.png,music1.png,car4.png,tool5.png,298,298,-298,-298,316,-316,316,-316,"[200, 0]","[-200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,182.73260720004328,None,182.73260720004328,None,182.73260720004328,None,182.93415010004537,None,183.3434729000437,None,183.3434729000437,None,183.3434729000437,None,183.7507343000034,None,184.76349350000964,None,p,184.76349350000964,None,184.76349350000964,None,184.76349350000964,None,184.76349350000964,None,184.76349350000964,None,1.8172711999504827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_pilot,001,2021_Sep_22_1803,shapka,2021.1.4,59.996928161825835,
2,5,pre,right,right.png,right.png,bas,Рубашки,Барашки,clothes5.png,music4.png,animal6.png,tool1.png,298,298,-298,-298,-316,316,-316,316,"[200, 0]","[-200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,186.63610340002924,None,186.63610340002924,None,186.63610340002924,None,186.8509558000369,None,187.25984800001606,None,187.25984800001606,None,187.25984800001606,None,187.66759030002868,None,188.677915200009,None,p,188.677915200009,None,188.677915200009,None,188.677915200009,None,188.677915200009,None,188.677915200009,None,3.5988093999912962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_pilot,001,2021_Sep_22_1803,shapka,2021.1.4,59.996928161825835,
2,5,pre,right,right.png,right.png,bas,Стулья,Брусья,furniture4.png,music5.png,music3.png,tool4.png,298,298,-298,-298,316,-316,316,-316,"[200, 0]","[-200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,192.3403757000342,None,192.3403757000342,None,192.3403757000342,None,192.55113110004459,None,192.9560002000071,None,192.9560002000071,None,192.9560002000071,None,193.36778990004677,None,194.38682320003863,None,p,194.38682320003863,None,194.38682320003863,None,194.38682320003863,None,194.38682320003863,None,194.38682320003863,None,1.8658052000100724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_pilot,001,2021_Sep_22_1803,shapka,2021.1.4,59.996928161825835,
1,5,pre,left,left.png,left.png,sup,Одежда,Невежда,clothes2.png,animal6.png,tool6.png,tool1.png,-298,-298,298,298,-316,316,-316,316,"[-200, 0]","[200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,196.31104190001497,None,196.31104190001497,None,196.31104190001497,None,196.5179675000254,None,196.92439670005115,None,196.92439670005115,None,196.92439670005115,None,197.33471590001136,None,198.34571330004837,None,p,198.34571330004837,None,198.34571330004837,None,198.34571330004837,None,198.34571330004837,None,198.34571330004837,None,3.9149955000029877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_pilot,001,2021_Sep_22_1803,shapka,2021.1.4,59.996928161825835,
1,6,abs,left,left.png,left.png,sup,Фрукты,Бухты,music3.png,tool2.png,animal3.png,car2.png,-298,-298,298,298,316,-316,316,-316,"[-200, 0]","[200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,202.31661630002782,None,202.31661630002782,None,202.31661630002782,None,202.5182555000065,None,202.9278552000178,None,202.9278552000178,None,202.9278552000178,None,203.33494230004726,None,204.35357790003764,None,a,204.35357790003764,None,204.35357790003764,None,204.35357790003764,None,204.35357790003764,None,204.35357790003764,None,3.139102399989497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_pilot,001,2021_Sep_22_1803,shapka,2021.1.4,59.996928161825835,
1,5,pre,left,left.png,left.png,sup,Мебель,Стебель,furniture2.png,tool5.png,music1.png,animal6.png,-298,-298,298,298,316,-316,316,-316,"[-200, 0]","[200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,207.55683670000872,None,207.55683670000872,None,207.55683670000872,None,207.76858920004452,None,208.17317660001572,None,208.17317660001572,None,208.17317660001572,None,208.58517730003223,None,209.59800749999704,None,p,209.59800749999704,None,209.59800749999704,None,209.59800749999704,None,209.59800749999704,None,209.59800749999704,None,1.3266236000345089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_pilot,001,2021_Sep_22_1803,shapka,2021.1.4,59.996928161825835,
